2, 5271
3, 1846
4, 591
5, 379
6, 212
7, 167
8, 45
9, 181
10, 25
11, 30
12, 20
13, 17
14, 18
15, 26
16, 14
17, 25
18, 10
19, 18
20, 21
21, 11
22, 13
23, 23
24, 7
25, 18
26, 6
27, 36
28, 19
29, 11
30, 13
31, 14
32, 8
33, 50
34, 24
35, 11
36, 8
37, 15
38, 9
39, 12
40, 4
41, 10
42, 8
43, 10
44, 6
45, 5
46, 2
47, 9
48, 4
49, 7
52, 3
54, 2
56, 1
58, 1
59, 1
60, 1
65, 1
67, 2
69, 1
77, 1
89, 1
304, 1
1793, 1
